TimeOfDay	Time	EMG	Ground	ECG
15:41:55.649	0.0814	0	0	0
15:41:55.649	0.0816	0	0	0
15:41:55.649	0.0818	0	0	0
15:41:55.650	0.082	0	0	0
15:41:55.650	0.0822	0	0	0
15:41:55.650	0.0824	0	0	0
15:41:55.650	0.0826	0	0	0
15:41:55.650	0.0828	0	0	0
15:41:55.651	0.083	0	0	0
15:41:55.651	0.0832	0	0	0
15:41:55.651	0.0834	0	0	0
15:41:55.651	0.0836	0	0	0
15:41:55.651	0.0838	0	0	0
15:41:55.652	0.084	0	0	0
15:41:55.652	0.0842	0	0	0
15:41:55.652	0.0844	0	0	0
15:41:55.652	0.0846	0	0	0
15:41:55.652	0.0848	0	0	0
15:41:55.653	0.085	0	0	0
15:41:55.653	0.0852	0	0	0
15:41:55.653	0.0854	0	0	0
15:41:55.653	0.0856	0	0	0
15:41:55.653	0.0858	0	0	0
15:41:55.654	0.086	0	0	0
15:41:55.654	0.0862	0	0	0
15:41:55.654	0.0864	0	0	0
15:41:55.654	0.0866	0	0	0
15:41:55.654	0.0868	0	0	0
15:41:55.655	0.087	0	0	0
15:41:55.655	0.0872	0	0	0
15:41:55.655	0.0874	0	0	0
15:41:55.655	0.0876	0	0	0
15:41:55.655	0.0878	0	0	0
15:41:55.656	0.088	0	0	0
15:41:55.656	0.0882	0	0	0
15:41:55.656	0.0884	0	0	0
15:41:55.656	0.0886	0	0	0
15:41:55.656	0.0888	0	0	0
15:41:55.657	0.089	0	0	0
15:41:55.657	0.0892	0	0	0
15:41:55.657	0.0894	0	0	0
15:41:55.657	0.0896	0	0	0
15:41:55.657	0.0898	0	0	0
15:41:55.658	0.09	0	0	0
15:41:55.658	0.0902	0	0	0
15:41:55.658	0.0904	0	0	0
15:41:55.658	0.0906	0	0	0
15:41:55.658	0.0908	0	0	0
15:41:55.659	0.091	0	0	0
15:41:55.659	0.0912	0	0	0
15:41:55.659	0.0914	0	0	0
15:41:55.659	0.0916	0	0	0
15:41:55.659	0.0918	0	0	0
15:41:55.660	0.092	0	0	0
15:41:55.660	0.0922	0	0	0
15:41:55.660	0.0924	0	0	0
15:41:55.660	0.0926	0	0	0
15:41:55.660	0.0928	0	0	0
15:41:55.661	0.093	0	0	0
15:41:55.661	0.0932	0	0	0
15:41:55.661	0.0934	0	0	0
15:41:55.661	0.0936	0	0	0
15:41:55.661	0.0938	0	0	0
15:41:55.662	0.094	0	0	0
15:41:55.662	0.0942	0	0	0
15:41:55.662	0.0944	0	0	0
15:41:55.662	0.0946	0	0	0
15:41:55.662	0.0948	0	0	0
15:41:55.663	0.095	0	0	0
15:41:55.663	0.0952	0	0	0
15:41:55.663	0.0954	0	0	0
15:41:55.663	0.0956	0	0	0
15:41:55.663	0.0958	0	0	0
15:41:55.664	0.096	0	0	0
15:41:55.664	0.0962	0	0	0
15:41:55.664	0.0964	0	0	0
15:41:55.664	0.0966	0	0	0
15:41:55.664	0.0968	0	0	0
15:41:55.665	0.097	0	0	0
15:41:55.665	0.0972	0	0	0
15:41:55.665	0.0974	0	0	0
15:41:55.665	0.0976	0	0	0
15:41:55.665	0.0978	0	0	0
15:41:55.666	0.098	0	0	0
15:41:55.666	0.0982	0	0	0
15:41:55.666	0.0984	0	0	0
15:41:55.666	0.0986	0	0	0
15:41:55.666	0.0988	0	0	0
15:41:55.667	0.099	0	0	0
15:41:55.667	0.0992	0	0	0
15:41:55.667	0.0994	0	0	0
15:41:55.667	0.0996	0	0	0
15:41:55.667	0.0998	0	0	0
15:41:55.668	0.1	0	0	0
15:41:55.668	0.1002	0	0	0
15:41:55.668	0.1004	0	0	0
15:41:55.668	0.1006	0	0	0
15:41:55.668	0.1008	0	0	0
15:41:55.669	0.101	0	0	0
15:41:55.669	0.1012	0	0	0
15:41:55.669	0.1014	0	0	0
15:41:55.669	0.1016	0	0	0
15:41:55.669	0.1018	0	0	0
15:41:55.670	0.102	0	0	0
15:41:55.670	0.1022	0	0	0
15:41:55.670	0.1024	0	0	0
15:41:55.670	0.1026	0	0	0
15:41:55.670	0.1028	0	0	0
15:41:55.671	0.103	0	0	0
15:41:55.671	0.1032	0	0	0
15:41:55.671	0.1034	0	0	0
15:41:55.671	0.1036	0	0	0
15:41:55.671	0.1038	0	0	0
15:41:55.672	0.104	0	0	0
15:41:55.672	0.1042	0	0	0
15:41:55.672	0.1044	0	0	0
15:41:55.672	0.1046	0	0	0
15:41:55.672	0.1048	0	0	0
15:41:55.673	0.105	0	0	0
15:41:55.673	0.1052	0	0	0
15:41:55.673	0.1054	0	0	0
15:41:55.673	0.1056	0	0	0
15:41:55.673	0.1058	0	0	0
15:41:55.674	0.106	0	0	0
15:41:55.674	0.1062	0	0	0
15:41:55.674	0.1064	0	0	0
15:41:55.674	0.1066	0	0	0
15:41:55.674	0.1068	0	0	0
15:41:55.675	0.107	0	0	0
15:41:55.675	0.1072	0	0	0
15:41:55.675	0.1074	0	0	0
15:41:55.675	0.1076	0	0	0
15:41:55.675	0.1078	0	0	0
15:41:55.676	0.108	0	0	0
15:41:55.676	0.1082	0	0	0
15:41:55.676	0.1084	0	0	0
15:41:55.676	0.1086	0	0	0
15:41:55.676	0.1088	0	0	0
15:41:55.677	0.109	0	0	0
15:41:55.677	0.1092	0	0	0
15:41:55.677	0.1094	0	0	0
15:41:55.677	0.1096	0	0	0
15:41:55.677	0.1098	0	0	0
15:41:55.678	0.11	0	0	0
15:41:55.678	0.1102	0	0	0
15:41:55.678	0.1104	0	0	0
15:41:55.678	0.1106	0	0	0
15:41:55.678	0.1108	0	0	0
15:41:55.679	0.111	0	0	0
15:41:55.679	0.1112	0	0	0
15:41:55.679	0.1114	0	0	0
15:41:55.679	0.1116	0	0	0
15:41:55.679	0.1118	0	0	0
15:41:55.680	0.112	0	0	0
15:41:55.680	0.1122	0	0	0
15:41:55.680	0.1124	0	0	0
15:41:55.680	0.1126	0	0	0
15:41:55.680	0.1128	0	0	0
15:41:55.681	0.113	0	0	0
15:41:55.681	0.1132	0	0	0
15:41:55.681	0.1134	0	0	0
15:41:55.681	0.1136	0	0	0
15:41:55.681	0.1138	0	0	0
15:41:55.682	0.114	0	0	0
15:41:55.682	0.1142	0	0	0
15:41:55.682	0.1144	0	0	0
15:41:55.682	0.1146	0	0	0
15:41:55.682	0.1148	0	0	0
15:41:55.683	0.115	0	0	0
15:41:55.683	0.1152	0	0	0
15:41:55.683	0.1154	0	0	0
15:41:55.683	0.1156	0	0	0
15:41:55.683	0.1158	0	0	0
15:41:55.684	0.116	0	0	0
15:41:55.684	0.1162	0	0	0
15:41:55.684	0.1164	0	0	0
15:41:55.684	0.1166	0	0	0
15:41:55.684	0.1168	0	0	0
15:41:55.685	0.117	0	0	0
15:41:55.685	0.1172	0	0	0
15:41:55.685	0.1174	0	0	0
15:41:55.685	0.1176	0	0	0
15:41:55.685	0.1178	0	0	0
15:41:55.686	0.118	0	0	0
15:41:55.686	0.1182	0	0	0
15:41:55.686	0.1184	0	0	0
15:41:55.686	0.1186	0	0	0
15:41:55.686	0.1188	0	0	0
15:41:55.687	0.119	0	0	0
15:41:55.687	0.1192	0	0	0
15:41:55.687	0.1194	0	0	0
15:41:55.687	0.1196	0	0	0
15:41:55.687	0.1198	0	0	0
15:41:55.688	0.12	0	0	0
15:41:55.688	0.1202	0	0	0
15:41:55.688	0.1204	0	0	0
15:41:55.688	0.1206	0	0	0
15:41:55.688	0.1208	0	0	0
15:41:55.689	0.121	0	0	0
15:41:55.689	0.1212	0	0	0
15:41:55.689	0.1214	0	0	0
